thread_id,title,youtube_url,lap,turn,fault_pct_driver_a,fault_pct_driver_b,ruling,reason
195,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/w27m7df644c,22,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
196,Straight Weave Block,https://youtu.be/bqt2s4th2sl,18,7,90,10,Defender Fault,Two moves on straight - One Move Rule violation
197,Outside Pass Late Commitment,https://youtu.be/tam8m2c48ov,45,straight,80,20,Outside Driver Fault,Not visible at apex - Exit Vortex
198,Exit Vortex Contact,https://youtu.be/q8vxhj1rsks,7,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
199,Outside Pass Late Commitment,https://youtu.be/4hw354k3tb7,42,1,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
200,Brake Test Divebomb,https://youtu.be/v59t4qlk4sg,1,5,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
201,T6 Divebomb - Blind Spot Pass,https://youtu.be/621yoq898q8,6,6,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
202,T8 Divebomb - Blind Spot Pass,https://youtu.be/opqjlw7wixz,31,8,20,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
203,Netcode Yeet on Exit,https://youtu.be/y7ve40flgpu,12,9,100,0,Racing Incident,"Server replay clean, client lag artifact"
204,Apex Cut - Track Limits,https://youtu.be/s9bsec17ghf,35,straight,0,0,Inside Driver Fault,"Cut apex, forced outside car wide"
205,Netcode Yeet on Exit,https://youtu.be/lbgsb8ev9bs,3,straight,70,30,Racing Incident,"Server replay clean, client lag artifact"
206,Exit Vortex Contact,https://youtu.be/dyiv1qwb7ej,50,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
207,T1 Divebomb - Blind Spot Pass,https://youtu.be/l99c64tpjlt,27,1,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
208,Exit Vortex Contact,https://youtu.be/7ygg192nut5,5,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
209,Outside Pass Late Commitment,https://youtu.be/c4vj5qhewl3,5,7,85,15,Outside Driver Fault,Not visible at apex - Exit Vortex
210,Kerb Strike Oversteer,https://youtu.be/ctplctht0uk,22,3,100,0,Inside Driver Fault,Excessive kerb use caused snap
211,T1 Divebomb - Blind Spot Pass,https://youtu.be/6r772ebnd4p,7,1,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
212,Exit Vortex Contact,https://youtu.be/xfudbi97frc,22,14,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
213,Straight Weave Block,https://youtu.be/ypar4knzgrt,28,14,100,0,Defender Fault,Two moves on straight - One Move Rule violation
214,T7 Divebomb - Blind Spot Pass,https://youtu.be/duqqhhadnrj,45,7,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
215,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/r2wfnm75iif,12,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
216,Exit Vortex Contact,https://youtu.be/eee92gvnfkh,39,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
217,Apex Cut - Track Limits,https://youtu.be/2sgzt76fpo9,1,4,80,20,Inside Driver Fault,"Cut apex, forced outside car wide"
218,Brake Test Divebomb,https://youtu.be/q2tlq29eo4y,5,10,85,15,Overtaker Fault,Late dive under braking - no peripheral vision
219,T14 Divebomb - Blind Spot Pass,https://youtu.be/x8uaz8ly5u7,38,14,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
220,Kerb Strike Oversteer,https://youtu.be/m1z9r193tob,42,3,100,0,Inside Driver Fault,Excessive kerb use caused snap
221,T9 Divebomb - Blind Spot Pass,https://youtu.be/hytorotrisw,7,9,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
222,Apex Cut - Track Limits,https://youtu.be/ss8dj6yri8z,24,10,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
223,Exit Vortex Contact,https://youtu.be/be4ta2u273o,29,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
224,Straight Weave Block,https://youtu.be/rm104kl5b8i,7,5,70,30,Defender Fault,Two moves on straight - One Move Rule violation
225,Track Limits Abuse Repeat,https://youtu.be/p4vsr96xav0,38,3,70,30,Offender Fault,4th violation - repeated apex cuts
226,Exit Vortex Contact,https://youtu.be/zdvw0pqb2qq,16,13,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
227,Exit Vortex Contact,https://youtu.be/9acn6phj7h8,16,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
228,Track Limits Abuse Repeat,https://youtu.be/bq231wsz2sg,19,6,100,0,Offender Fault,4th violation - repeated apex cuts
229,T1 Divebomb - Blind Spot Pass,https://youtu.be/1hcas2ily3h,9,1,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
230,Apex Cut - Track Limits,https://youtu.be/9seup1h85d7,29,straight,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
231,Track Limits Abuse Repeat,https://youtu.be/w4tpts22w7c,36,10,90,10,Offender Fault,4th violation - repeated apex cuts
232,Exit Vortex Contact,https://youtu.be/0cx64n0wsuh,40,11,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
233,Rejoin Unsafe After Spin,https://youtu.be/noaibim32n9,13,straight,0,0,Spinner Fault,Rejoined without checking mirrors
234,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/tklvkmv39ra,41,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
235,Track Limits Abuse Repeat,https://youtu.be/oo72syrfgkx,37,straight,80,20,Offender Fault,4th violation - repeated apex cuts
236,Netcode Yeet on Exit,https://youtu.be/chwjuocrip4,38,15,20,20,Racing Incident,"Server replay clean, client lag artifact"
237,Brake Test Divebomb,https://youtu.be/provd6rchbk,42,straight,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
238,Exit Vortex Contact,https://youtu.be/tq8gs4f2646,45,8,0,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
239,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/h6n3mubmsk5,42,straight,0,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
240,Brake Test Divebomb,https://youtu.be/kuo5p3xl56p,3,straight,70,30,Overtaker Fault,Late dive under braking - no peripheral vision
241,T3 Divebomb - Blind Spot Pass,https://youtu.be/vkxnx31jsif,8,3,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
242,Exit Vortex Contact,https://youtu.be/ofbsjwg0y33,50,6,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
243,Brake Test Divebomb,https://youtu.be/j5qotbbhlef,2,straight,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
244,Apex Cut - Track Limits,https://youtu.be/xojs74vyei4,19,straight,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
245,Straight Weave Block,https://youtu.be/qz8j0spzl1h,45,7,85,15,Defender Fault,Two moves on straight - One Move Rule violation
246,Exit Vortex Contact,https://youtu.be/odqje0yvi7p,10,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
247,Apex Cut - Track Limits,https://youtu.be/ypt637twkdf,29,1,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
248,Outside Pass Late Commitment,https://youtu.be/sq4lm89sevr,17,straight,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
249,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/ou64icqtfn7,10,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
250,T7 Divebomb - Blind Spot Pass,https://youtu.be/i2np3qzpm7c,9,7,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
251,Brake Test Divebomb,https://youtu.be/8expudww5m6,39,straight,0,20,Overtaker Fault,Late dive under braking - no peripheral vision
252,T10 Divebomb - Blind Spot Pass,https://youtu.be/1ztmmxafczz,2,10,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
253,Exit Vortex Contact,https://youtu.be/hdweqsovgan,1,2,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
254,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/3btl1j40dpp,30,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
255,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/nlxytyzgl4k,29,straight,85,15,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
256,T14 Divebomb - Blind Spot Pass,https://youtu.be/hrgiusl4vil,43,14,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
257,Netcode Yeet on Exit,https://youtu.be/n57amm4vor7,38,3,70,30,Racing Incident,"Server replay clean, client lag artifact"
258,Exit Vortex Contact,https://youtu.be/g7k7ef8w7dt,44,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
259,T15 Divebomb - Blind Spot Pass,https://youtu.be/3u0kwl8h7yn,17,15,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
260,T15 Divebomb - Blind Spot Pass,https://youtu.be/j61bcva2y6e,47,15,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
261,T5 Divebomb - Blind Spot Pass,https://youtu.be/o3jvrvevekr,44,5,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
262,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/vrfy5e07bkx,19,straight,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
263,T5 Divebomb - Blind Spot Pass,https://youtu.be/0y9qvvvmt7i,7,5,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
264,Exit Vortex Contact,https://youtu.be/cdmf6qdbyxw,50,6,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
265,Apex Cut - Track Limits,https://youtu.be/16a572msa8t,31,11,95,5,Inside Driver Fault,"Cut apex, forced outside car wide"
266,Rejoin Unsafe After Spin,https://youtu.be/b79xksmgfla,23,straight,0,20,Spinner Fault,Rejoined without checking mirrors
267,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/i16zfp8tw1h,3,straight,20,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
268,Outside Pass Late Commitment,https://youtu.be/l1pluiudi4t,32,straight,80,20,Outside Driver Fault,Not visible at apex - Exit Vortex
269,Brake Test Divebomb,https://youtu.be/eux2mfjr2p7,14,straight,100,0,Overtaker Fault,Late dive under braking - no peripheral vision
270,Brake Test Divebomb,https://youtu.be/iayl3v88ppq,41,straight,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
271,Exit Vortex Contact,https://youtu.be/ln0iaj5wfaz,43,straight,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
272,Straight Weave Block,https://youtu.be/96t1dxqmtmm,10,6,70,30,Defender Fault,Two moves on straight - One Move Rule violation
273,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/dad46doy88s,22,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
274,Straight Weave Block,https://youtu.be/78x2tzxblc1,14,straight,90,10,Defender Fault,Two moves on straight - One Move Rule violation
275,T1 Divebomb - Blind Spot Pass,https://youtu.be/4tjiitq1h95,3,1,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
276,Apex Cut - Track Limits,https://youtu.be/jkstusisizp,26,straight,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
277,T6 Divebomb - Blind Spot Pass,https://youtu.be/qm0yszfsyuw,24,6,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
278,T2 Divebomb - Blind Spot Pass,https://youtu.be/3vj0z2uzf43,6,2,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
279,Straight Weave Block,https://youtu.be/yep7p08b3sq,3,13,90,10,Defender Fault,Two moves on straight - One Move Rule violation
280,Exit Vortex Contact,https://youtu.be/63i5g3paky1,35,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
281,Exit Vortex Contact,https://youtu.be/jy3zu74a2wc,40,10,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
282,T9 Divebomb - Blind Spot Pass,https://youtu.be/e8d7h5hnfho,1,9,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
283,Straight Weave Block,https://youtu.be/1gsvtju40qn,22,straight,100,0,Defender Fault,Two moves on straight - One Move Rule violation
284,Brake Test Divebomb,https://youtu.be/5ic9p938txu,38,straight,85,15,Overtaker Fault,Late dive under braking - no peripheral vision
285,Exit Vortex Contact,https://youtu.be/694z4qajp4g,42,14,70,30,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
286,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/n37mee3tluc,18,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
287,Exit Vortex Contact,https://youtu.be/pdd8cemacse,21,straight,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
288,Brake Test Divebomb,https://youtu.be/e7z0h1qmfvf,42,11,90,10,Overtaker Fault,Late dive under braking - no peripheral vision
289,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/125flnj94vs,22,straight,95,5,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
290,Apex Cut - Track Limits,https://youtu.be/xnjsotmezmq,16,straight,100,0,Inside Driver Fault,"Cut apex, forced outside car wide"
291,Exit Vortex Contact,https://youtu.be/9wkktbl3aec,40,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
292,T13 Divebomb - Blind Spot Pass,https://youtu.be/qt1ehtiv8gp,27,13,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
293,Exit Vortex Contact,https://youtu.be/yklcg3qh7a8,34,12,80,20,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
294,Brake Test Divebomb,https://youtu.be/iccmbe6eyn7,3,2,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
295,Kerb Strike Oversteer,https://youtu.be/be9uymgafz5,40,9,100,0,Inside Driver Fault,Excessive kerb use caused snap
296,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/0wzpsh15n1b,20,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
297,Track Limits Abuse Repeat,https://youtu.be/n2r8k8g73a7,19,12,85,15,Offender Fault,4th violation - repeated apex cuts
298,Apex Cut - Track Limits,https://youtu.be/ln16pn3aufn,24,9,70,30,Inside Driver Fault,"Cut apex, forced outside car wide"
299,Outside Pass Late Commitment,https://youtu.be/cuf0hfbdycj,5,8,100,0,Outside Driver Fault,Not visible at apex - Exit Vortex
300,T3 Divebomb - Blind Spot Pass,https://youtu.be/psbh7fjjh64,21,3,90,10,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
301,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/2qpweni969r,38,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
302,Brake Test Divebomb,https://youtu.be/o9oschv5kkv,16,straight,95,5,Overtaker Fault,Late dive under braking - no peripheral vision
303,Exit Vortex Contact,https://youtu.be/s6wse1epdjq,49,straight,85,15,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
304,Rejoin Unsafe After Spin,https://youtu.be/2i7tt60vqfs,31,10,100,0,Spinner Fault,Rejoined without checking mirrors
305,Rejoin Unsafe After Spin,https://youtu.be/oexdal2s7v5,34,15,20,0,Spinner Fault,Rejoined without checking mirrors
306,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/sq8e5dzmxqd,21,straight,0,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
307,Apex Cut - Track Limits,https://youtu.be/056mgnqhxkj,24,14,90,10,Inside Driver Fault,"Cut apex, forced outside car wide"
308,Track Limits Abuse Repeat,https://youtu.be/iiny7cags2m,4,straight,80,20,Offender Fault,4th violation - repeated apex cuts
309,T3 Divebomb - Blind Spot Pass,https://youtu.be/ksawoexub0w,6,3,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
310,Outside Pass Late Commitment,https://youtu.be/gqv6mj6e080,35,12,70,30,Outside Driver Fault,Not visible at apex - Exit Vortex
311,Brake Test Divebomb,https://youtu.be/nnh6baybbg1,5,straight,80,20,Overtaker Fault,Late dive under braking - no peripheral vision
312,Exit Vortex Contact,https://youtu.be/osw013py97l,42,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
313,Straight Weave Block,https://youtu.be/aee5v0hwbn8,24,6,85,15,Defender Fault,Two moves on straight - One Move Rule violation
314,Outside Pass Late Commitment,https://youtu.be/9wmgn6kzz06,34,4,85,15,Outside Driver Fault,Not visible at apex - Exit Vortex
315,Apex Cut - Track Limits,https://youtu.be/qheygt194tm,19,straight,85,15,Inside Driver Fault,"Cut apex, forced outside car wide"
316,Exit Vortex Contact,https://youtu.be/9yf5lfj55nz,7,straight,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
317,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/eid8rsk7f8x,41,straight,100,0,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
318,Exit Vortex Contact,https://youtu.be/ciaauhgfjs1,19,5,100,0,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
319,Netcode Yeet on Exit,https://youtu.be/8ce7s2ilsxf,22,straight,100,0,Racing Incident,"Server replay clean, client lag artifact"
320,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/idb23uewvfu,27,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
321,Exit Vortex Contact,https://youtu.be/liwgxn83qrg,40,straight,90,10,Overtaker Fault,"Outside pass, not in vision at exit - Vortex of Danger"
322,Rejoin Unsafe After Spin,https://youtu.be/zdob7q3ljvv,29,straight,80,20,Spinner Fault,Rejoined without checking mirrors
323,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/nvis29fzj2k,24,straight,80,20,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
324,Tstraight Divebomb - Blind Spot Pass,https://youtu.be/bysfusflgag,26,straight,70,30,Overtaker Fault,Dive from blind spot - SCCA Peripheral Vision violation
325,Brake Test Divebomb,https://youtu.be/gc792p9360v,23,straight,95,5,Overtaker Fault,Late dive under braking - no peripheral vision
